length,width,depth,volume,crease_depth,surface_area,crease_volume
144,50.1044877263927,23.9223739986449,76445,10.1681413673667,16009.3333333333,0.250600640683396
162,49.2591902245432,23.4302754314539,75596,12.1403408691155,14552,1
165,48.0767031307653,23.5518080268177,78260,12.5903188028396,15916,0.333815327411692
145,51.1095950184658,29.5389113488323,86653,15.0220245133113,19156,0.333506448541504
156,51.5315442563313,22.0682367639689,80365,10.373151948751,15456,0.333692142088267
134,50.566192655712,26.7668456389919,75245,14.2791070574996,18324,0.333483011525221
154,50.5687304106179,21.0510535092867,69604,10.1875304389249,14806.6666666667,0.202409638554217
143,48.0994382389877,22.7251948667364,72611,9.40376955433863,15986.6666666667,0.167619047619048
136,46.741195466652,21.6952976765194,57018,11.9630445433547,13136,0.500128402670776
136,48.761948320344,21.5752397778174,64533,9.10674207722118,14416,0.500216076058773
110,56.389048357377,30.1616040584642,78292,14.0318291982688,17404,0.504333981956483
135,55.3245329149734,23.3130108699826,64691,13.0763082320497,15920,0.251132360342224
81,65.9884957985359,37.2725163294441,73504,19.619418266134,17426.6666666667,0.500059115630173
