length,width,depth,volume,crease_depth,surface_area,crease_volume
161,47.3486959894221,24.9831852898608,88849,12.2984342480803,17230.6666666667,0.500417623721027
168,48.9925231682985,24.5635829913216,88049,12.1193038159681,17821.3333333333,0.500146113383986
175,45.2660843710227,23.9069842420149,91588,10.6334763419378,18356,0.500684931506849
173,44.1075853796694,25.1992595419425,83269,12.1928716286477,17192,0.502185880829015
162,44.3622716066769,28.8170534920468,96918,12.4010614076393,19852,0.500084659668134
186,50.2798805024218,24.5886918046069,101785,11.6609972679578,19073.3333333333,0.501003283473185
155,51.6296509873465,23.8480543822909,83596,12.3532377267749,17428,1
156,49.5949566292464,31.222457203599,105722,14.0777363014332,20808,0.333537362917623
182,49.3999388247185,23.9585182913725,96547,11.2747599478912,18342.6666666667,0.166974358974359
152,47.355764383595,30.6850237159977,95660,14.7746001517513,19874.6666666667,1
174,45.2255622101374,23.0483173936043,83034,10.8408609685843,16732,0.500995520159283
106,70.5337152146721,27.3600530845619,85890,12.9521279416321,18041.3333333333,1
