length,width,depth,volume,crease_depth,surface_area,crease_volume
153,45.4208553242584,23.4363564819667,75380,9.36206185086494,14912,0.500460405156538
159,45.9059352376799,23.3484079622274,82767,10.0052334325094,16380,0.333790580704161
159,47.4773345745302,24.4033738449064,86807,10.6635423552349,17210.6666666667,0.333553500660502
159,46.8997157669617,24.3191456252782,87261,10.7621055514302,17338.6666666667,0.50043227665706
156,48.3433763131291,25.2550163999567,88775,11.4341274404171,17744,0.333677597039332
165,48.3611800689772,24.2086624033985,92287,11.1506211314257,17921.3333333333,1
158,47.5954190405466,24.8703409494604,86710,11.0772705021833,17781.3333333333,1
160,43.7375840157772,24.6276905626152,81158,9.8153884339667,15354.6666666667,0.202762923351159
167,45.2824952181517,21.384627458895,78400,9.06494773779149,16154.6666666667,0.112192108717474
163,44.0801340734375,25.2711444058429,82907,10.7707742470327,16604,0.500434027777778
153,44.8244232811137,26.2745833476702,79961,11.844656873341,17152,0.50016334531199
175,44.1975664785818,25.1788942147061,86685,11.0757425139467,17425.3333333333,0.500126358352287
152,41.9405777479663,24.0545848374196,69407,12.6214736969588,15634.6666666667,1
166,43.1369854348589,24.8330012039307,84163,11.1055696306434,17404,0.500127323656735
139,42.6029893193202,25.8694259978586,64942,13.5053852602941,15801.3333333333,1
175,44.1780784822305,25.4467186981513,90220,11.4837491399869,17852,0.334939986768736
147,44.8691185790107,22.3945135206629,70721,10.1026072345696,13844,1
165,45.0012206330085,26.0215637238805,88392,11.9801456679864,17913.3333333333,0.200248200546041
145,45.401908196284,26.7319678941398,79432,11.448469891107,16234.6666666667,0.500194779898714
167,45.8195929979585,26.3644200132125,88643,12.7222932044782,16700,0.500254194204372
152,41.5283092404433,22.8568910382881,68589,10.4086748952161,15297.3333333333,0.143504205909843
148,47.1914838869444,27.500259449178,84789,12.3483639348284,17686.6666666667,0.500122579063496
146,41.7456807573496,21.49220632108,53875,10.9784330946872,13037.3333333333,1
165,46.2617612879268,23.9325836997377,84036,11.1605890037078,16780,0.250414868901427
138,49.8961453205118,29.10273049488,89844,12.6516476540366,18721.3333333333,0.500119789171059
156,51.5670592843009,21.7840178621175,83361,9.09060901118176,16936,0.112397248783761
65,26.4196854833498,25.9806214719284,25620,2.64057590692007,7469.33333333333,0.583333333333333
132,48.0970486659867,21.3179429425392,60172,10.216775297459,13885.3333333333,0.50116144018583
59,29.4795863009513,27.961867313144,28053,1.15470053837925,7802.66666666667,0
