length,width,depth,volume,crease_depth,surface_area,crease_volume
133,47.1622017909941,22.7439549394985,61024,11.228407322334,13037.3333333333,0.338022165387894
150,47.3941448227502,25.3388249119946,75335,12.4918594422664,15562.6666666667,0.167383439142604
152,47.4345590585634,25.1155654880553,79010,10.8248185412575,16093.3333333333,1
150,47.3579927793417,28.2116792556375,84461,13.2946927183496,17125.3333333333,1
154,48.1942940383344,27.1415070671173,86606,13.1946232017489,17058.6666666667,0.333489339573583
134,46.7857097974182,20.3015257340732,54529,9.69918105272885,12408,0.334550903811932
165,51.1643172125207,27.5292478820791,94703,13.3826480873323,18982.6666666667,0.500179705283335
153,46.9212815456241,26.5438183683252,77740,13.9583923973976,16006.6666666667,0.336286234558787
163,50.2469093663856,27.0744269411904,90775,13.854771126701,18582.6666666667,0.500326968349464
157,50.5295465277766,25.6177495325666,83062,13.3989338997491,18005.3333333333,0.335358198679788
137,46.7162783782685,27.0900034903576,74969,14.0372149587133,15686.6666666667,0.500080192461909
152,47.162532082445,26.6433714181804,80053,13.1771903130281,16386.6666666667,0.504523424878837
129,47.3631502798192,20.39541792363,55019,9.77848562235471,14629.3333333333,0.338799236508763
129,48.1160742750448,22.2807227931296,53805,10.669303745218,12560,0.251402743142145
141,49.6944980853211,28.2790571017727,83145,15.4175792783382,17429.3333333333,1
131,47.3426866551205,25.0294837399376,59835,11.9705965210042,14121.3333333333,1
140,48.9073624656598,25.1345122163222,71250,12.4506861179568,15552,0.501866003198863
138,51.5999982664142,25.7253625010439,73852,12.772490314694,16869.3333333333,0.179044560417503
136,50.7268474419912,22.4540848955974,66193,11.3370386483686,15352,0.334225700164745
138,51.5943082653452,25.6633096518481,74161,12.9031024337227,16296,0.339398315282792
127,53.9118220454617,26.6273306300194,69626,14.8380208108297,16941.3333333333,0.176285729901077
51,28.5718969390234,21.6568836052208,22719,1.81485011769306,5886.66666666667,1
