length,width,depth,volume,crease_depth,surface_area,crease_volume
133,45.2184656749902,22.3117230222578,62046,10.2269557814625,13549.3333333333,0.50015475085113
148,47.3130949576397,25.6025078743473,71799,12.9750555562268,14953.3333333333,0.333604887983707
148,47.1407391510202,27.5035407366291,79149,14.4099986505015,16874.6666666667,0.500082658290627
156,46.6595545692328,25.8179582489337,85081,12.6940045155086,17028,1
142,48.4321826372894,26.6681847293655,81886,13.2148178094823,16633.3333333333,1
156,48.0082299953879,27.1591154316645,87412,14.0782180970678,17636,1
146,46.7217096771558,28.8423415562217,84222,15.6235564592396,17476,0.500306748466258
153,45.5509151091274,27.506183615858,80275,15.0060862563468,17233.3333333333,0.500237981913375
140,41.8525566270826,27.3053287843883,67595,14.7889075189472,15765.3333333333,1
164,47.5311992809173,25.3805497774802,83217,12.1689014434287,17248,0.25343944968805
