dimx_p,dimy_p,dimz_p,dimx_um,dimy_um,dimz_um,slice_thickness_um,slice_increment_um,slice_1_pos_um,min_data_value,max_data_value,mu_scaling,plantID
512,512,1098,35225,35225,75542,68,68,2578,-836,18728,4096,/media/nah31/storage/Sample 79/00000079/00002941/C0002899.ISQ;1
