length,width,depth,ratio,circularity,volume,crease_depth,surface_area,crease_volume,x,y,z
4.6472,1.37828070718968,0.762635331580611,3.37173695877646,0.481043947322663,1.93820260096,0.409056950469194,13.1610914133333,2.5934336e-05,274.159791262461,244.621382217167,231.730233491671
4.4104,1.45223766710984,0.960925750957819,3.03696846589671,0.487542908521609,2.419647614464,0.504551928473557,16.73115136,2.5934336e-05,305.961135703491,269.878562471195,297.088264611625
4.9136,1.4181348898758,0.847151637533109,3.46483260166481,0.478446795933994,2.338965895168,0.465710744417976,14.9601399466667,2.5934336e-05,264.667683062048,214.893566771633,339.42052157715
4.1144,1.4363181901,1.03916778270319,2.86454632988639,0.488301909902896,2.42317468416,0.549852442246306,16.9075515733333,1.29701393950504e-05,305.030727243538,252.519398512335,408.067897468829
4.7952,1.40965507613904,0.914401714869043,3.40168320688332,0.454466735348865,2.41539438336,0.533579385345885,15.8070946133333,1.29925294652554e-05,254.612014817201,191.834090299028,446.150469748215
4.44,1.39870877232631,0.898198360217702,3.17435629764118,0.462762531151113,2.072620264448,0.532074779084708,14.6540680533333,1.01672960825008e-05,243.388798518481,174.022710778548,541.966440601617
4.4104,1.40932216139788,0.865183110446703,3.12944770245108,0.503669548242769,2.067070316544,0.421650436585006,15.11551232,2.5934336e-05,299.2116581351,337.664646692763,544.148599819331
4.2624,1.40995602290759,0.99949547585189,3.02307301131998,0.430790802754507,2.23437271808,0.593281509336806,17.0489053866667,1.29937171586207e-05,283.097893331786,215.648261853636,595.56093088039
4.3512,1.36788377090795,0.6552626656182,3.18097201863272,0.458782508732743,1.340208681472,0.347902214626783,10.9566728533333,6.53460493946731e-06,229.572025698583,169.597801687437,642.800835978017
4.4104,1.4536308964411,1.01126156082383,3.03405769015911,0.475668593800004,2.473668836352,0.541788921306185,17.28838912,2.5934336e-05,300.291931391667,322.261852341113,659.413421819631
3.8776,1.48744903409,1.12568751901406,2.60687923493948,0.455879474381959,2.381965024256,0.618095264282468,17.41105152,1.29683658908083e-05,288.329758508808,298.684907344903,768.682359601942
4.736,1.40646575636235,0.911202139665836,3.36730558748127,0.448562114891627,2.306781384192,0.552772492784492,14.9005610666667,8.64645726446602e-06,252.161354514486,235.208944652433,798.610948092684
3.0488,1.18061334559232,0.82343992410144,2.58238652932591,0.488999105488152,1.216501898752,0.443073608088652,10.6272366933333,2.5934336e-05,244.882362973543,153.513761272305,1064.32274500608
