length,width,depth,volume,crease_depth,surface_area,crease_volume
136,43.8779643313136,26.0454878762455,67346,12.5695114929454,15376,0.501430615164521
155,42.4770436513712,24.4165906682447,71552,13.0300205059869,15314.6666666667,1
140,44.9315094388122,28.4610082754574,75436,15.651617703567,17165.3333333333,0.334748046348693
152,43.7170950365854,24.7401381086544,70706,13.1608993918685,15233.3333333333,1
150,41.8412711018045,27.1371946157605,73900,14.6474029773823,14824,0.501444327731092
143,44.1131467021749,27.626599047448,74699,15.4684736806609,17632,1
148,41.3846935224243,23.5685448132275,61985,13.2536365870262,13628,1
146,42.2137996805274,23.663621583872,57020,13.0733149369868,13285.3333333333,0.501840490797546
151,44.9074194305978,24.8308448782247,68434,14.0037083462877,16189.3333333333,0.205438282647585
128,40.0660511171083,30.8326790756557,70225,16.5835830737582,16174.6666666667,1
143,43.4017448827965,28.3207905335961,72738,15.9759007477908,16700,0.500087904360056
156,44.3334569348054,24.0871502830337,68519,13.3268022158628,15185.3333333333,1
120,48.7726168510499,25.0461995674669,57148,13.5170189958447,15164,0.500238549618321
115,47.4357868042987,24.3325632741575,49360,14.7071310347511,13984,0.220576643849824
146,42.1434862415071,31.492274467222,77064,17.7126414277101,17617.3333333333,1
149,43.7204575553935,24.5670267452542,66818,13.6135159436309,15314.6666666667,0.501904952877481
106,43.4975072166463,32.0266377951175,59812,16.3855719895257,16664,0.659309861622
120,44.7062194141683,21.9628301841421,48859,11.7863538115424,12782.6666666667,0.201505090748119
