length,width,depth,volume,crease_depth,surface_area,crease_volume
162,47.960771066997,28.1143879036773,95647,13.7473342036818,17686.6666666667,1
168,51.5837292977391,26.6008993543104,93008,15.5142980714756,18834.6666666667,0.500218882241354
163,50.7217707935668,26.365011363293,88690,12.7967878761779,18108,0.251962015382201
155,51.3839813492926,25.0310042021366,86557,11.5985642623881,18193.3333333333,0.253493788819876
165,50.3719167621858,26.3999535423303,84374,14.6821439418217,18400,0.334199726402189
157,50.0937132051387,27.5558136688716,87482,13.8509775576222,18356,1
139,43.2961369684058,23.9729836860515,69559,10.5214673469611,14321.3333333333,0.500348675034867
138,37.1142159814387,15.9351465316642,46212,5.26679740896029,11004,1
130,38.5913261635199,19.1648475023144,50442,7.14522833538444,11370.6666666667,0.182692307692308
40,107.064274515845,17.4731618742029,53390,4.58702140511956,13422.6666666667,0.138528138528139
125,46.3249897493104,24.4917070752139,59303,13.0567499415442,13721.3333333333,1
