RIL	length	width	depth	circularity	volume	crease_depth	surface_area	z	geometry_ratio
94	4.59392	1.5136378148553506	0.770328024183152	0.49795300486811467	2.1877842768896	0.3935022922637802	16.1509387377778	774.6328085735904	0.47396208815552443
95	4.417127272727273	1.3552103703527827	0.7041708857260496	0.522087251208492	1.8457478719534546	0.3580510713569036	14.097361299393937	834.9075661060283	0.5052786354306446
96	4.548533333333333	1.2778246364192167	0.6857185260394051	0.5111579315846282	1.739208440832	0.343607470634238	13.881294933333317	1005.9742000051965	0.5547036368246476
97	4.301866666666666	1.4171134193345432	0.8600356344853967	0.5108365381776703	2.225892190208	0.42509035803669465	16.53489152	1078.0589074470383	0.3919817550109169
98	4.596457142857143	1.3806632610793785	0.770183746779684	0.5122598443953573	2.062450299830857	0.379856280829635	14.884539855238101	880.7411434368413	0.4765322727378967
100	4.343306666666667	1.3633317679890067	0.6778094824693204	0.537379519752619	1.8003010916693332	0.31161258081195164	13.080328931555549	960.9918280245435	0.5239996903456295
101	4.47552	1.252604454958741	0.7805391995382601	0.4979230575744904	1.9126131916288	0.4066270538507094	14.51890577066667	812.6701793047413	0.4678216227508908
102	4.253391304347826	1.4033359754565586	0.678207038937693	0.5186821429789038	1.813017561088	0.30992378893070055	13.408092345507253	737.7010715913437	0.4980355711426127
103	4.2393777777777775	1.4067749050591667	0.7038432173920981	0.4954595189552626	1.7288750487324445	0.3649032122218651	14.161601232592577	884.7587248428764	0.46813687674873017
104	4.1236500000000005	1.3459696930251313	0.7128754267412917	0.515104470630237	1.687675294304	0.3662311588547653	13.176643253333332	868.6439575718084	0.4465001147609429
105	4.589973333333333	1.4680217021623667	0.7187196176765437	0.5192338111524457	2.0987153933312	0.3464187289987408	15.33583735466666	727.8558116310397	0.5107764372441248
106	4.541133333333334	1.3899664933526241	0.7066175020315115	0.5651042915601343	2.0540123783679998	0.3119433058707956	14.094785920000017	750.9236093203599	0.5254038461299008
107	4.38968	1.337825046240158	0.7583123846965552	0.4775951473892538	1.7747981301248	0.42504266326562906	13.751740074666671	884.0956264648881	0.45244123152318294
108	4.4992	1.4430885869513097	0.7084560840376708	0.5255041878851344	2.0207671530496	0.322150377595445	14.96855108266668	926.5335759427024	0.5271933825619693
109	4.736	1.3728320692421563	0.7832522231510557	0.5563936293753953	2.23184412032	0.37167737312574195	15.111423573333337	1027.9585180243703	0.4955820650872136
110	4.3216	1.354647724365112	0.7554938673670081	0.5581073631058119	1.9674065157485714	0.33576009594318335	13.848584959999986	905.0383450780673	0.4475125352926232
111	4.462199999999999	1.4421790031218331	0.7462840785977617	0.5164220055094996	2.0780427018666665	0.3552071572931686	14.622818346666667	899.6546516503512	0.4735342116005138
112	4.584711111111111	1.274992383487221	0.7341663275885004	0.49876733014028973	1.8521467109262222	0.39972849687550505	14.394724693333321	854.1604482132639	0.5174720068415888
113	4.00155	1.344961516543798	0.8346624311827652	0.5618858000717013	2.016796606208	0.40048881391531244	13.456065279999994	833.5458637925528	0.3334534213190499
114	3.9664	1.3372986419153228	0.7699054370652202	0.5171032755247448	1.767917750784	0.41716722437205617	12.704001396363637	937.829617346672	0.3726917406825921
115	4.1403	1.3102940091813562	0.8609197366952983	0.4868518894186177	1.890940515392	0.45409874421286556	13.878374399999995	1026.5738077480805	0.33943214001712924
116	4.39005	1.3136061073722232	0.8017909511647392	0.49700555708788463	1.9159395944000002	0.4101897369101225	14.6110632	632.842852006529	0.4365841706359913
117	4.4776727272727275	1.415896389149424	0.7139682217191818	0.505244838453119	1.8422373059258184	0.3524155019069244	14.596400795151514	781.8083272685985	0.5145005758046597
118	4.338044444444445	1.4047484321150265	0.723902872170313	0.5117355340880144	1.9165330224355555	0.3519534725860131	14.311132539259244	895.3532680000787	0.4727902398719172
119	4.5066	1.3448423968168999	0.7898894881717209	0.5148312385966808	2.0131636379733333	0.4038358755576507	14.742365511111117	824.3908256523085	0.4570865071938232
120	4.4474	1.4687054991314998	0.7786172229986298	0.5307993367680437	2.130988729408	0.3998175813884213	14.955175039999988	967.26357813342	0.43801121787981606
121	4.514986666666666	1.3744474829442026	0.7827587372781614	0.5010820453355188	1.9891601132885333	0.4185994654757883	14.742151338666673	844.5332127286438	0.4512555800723282
122	3.848	1.237269395746754	0.7108973510137592	0.5062189239684662	1.4316998320127998	0.3746986510376776	11.212511573333336	1095.0411949238558	0.401060763013637
123	4.217013333333333	1.4307875369546366	0.7629061549384819	0.4987476171612583	1.8838494195712001	0.40353398176243166	14.006488462222233	845.8026397457451	0.4155900821158137
124	4.267136	1.2458346306059	0.8037662564461139	0.5069659465129343	1.78135069945856	0.4195283455932447	13.746833578666667	920.6622828266194	0.4127886667580742
125	4.2032	1.366804445118258	0.8456730906582179	0.45386359669372645	1.8652726546943998	0.4841452420856384	14.68525934933335	827.7199211599228	0.3619871074928288
126	4.558400000000001	1.4502930387258717	0.7356073841696837	0.5338963355564049	2.1721346340693333	0.3606511788075597	14.980194275555567	871.4876511241364	0.4960550367199235
127	3.8722181818181816	1.3072299891864338	0.8194161563398289	0.5739072627506652	1.8105137188305456	0.3592551219734349	13.550212654545444	856.0255144487903	0.3281211719855674
128	4.46072	1.274968353578052	0.7378753688653226	0.49336332099358937	1.7540182434048	0.3827002309306252	13.97358378666667	777.0214659578857	0.5070842514374575
129	4.2143	1.3907436045897512	0.7870327364724679	0.5199759690443976	1.89954423136	0.38803456262198766	14.352230933333326	922.2566391519571	0.4202477115418638
131	4.390666666666666	1.4070986889598922	0.7346338113897204	0.48795790085939933	1.78052183808	0.3941511063267302	14.270245072592594	687.9127826197897	0.4674040250615702
132	4.4399999999999995	1.355462026536885	0.8146527405675317	0.5250739396515427	2.096842934272	0.4446488836408641	14.808564266666673	1122.285391458192	0.4156893516793947
133	4.066584615384615	1.2671747473585278	0.7014123364632501	0.48006810974002223	1.4498391045907693	0.38875531633815347	12.351429710769231	827.4301908994111	0.46290191025537736
134	4.488752941176471	1.3754206813003222	0.7144047957694534	0.5010618235996874	1.939946303668706	0.35944991791600833	14.567414111372548	887.1878293292272	0.5117456566056526
135	4.171323076923077	1.3540235360214885	0.8140541997364448	0.4968927249957341	1.9000252634190768	0.4259835523890788	13.876127835897437	834.0234953879268	0.37819390752416804
136	4.305155555555555	1.3638420372335964	0.790678269408941	0.49218066269212546	1.866338555904	0.43995883511848094	14.204695324444456	922.9943867220885	0.4125229936103997
137	4.590690909090909	1.3131889435109148	0.6916762784737842	0.5625094384032706	1.998094413451636	0.3129666560228267	14.430939306666671	882.2633756367186	0.5820308419044669
138	4.3913714285714285	1.3672440513452184	0.7518605191645077	0.5747560712344276	2.064550981046857	0.32637999364531817	13.86210285714285	828.2781629261939	0.4675476072164438
139	3.9664	1.272713070422324	0.7748708200360409	0.5686943939049737	1.7975759523237647	0.365830481358334	12.83646554352942	846.3140962208784	0.377390918149316
140	4.12772	1.422727677037659	0.7714375300787777	0.4744429397949345	1.7762374857727998	0.4066413109406201	13.895488725333335	855.6143919238103	0.4009031499580988
141	4.3216	1.370361593325371	0.8163116091143034	0.4713845599095898	1.9741631512576	0.4459303177450693	14.45301853866667	887.7855523999348	0.4033140103253839
