length,width,depth,volume,crease_depth,surface_area,crease_volume
166,42.6005026711205,31.775918374465,92950,17.5376772828483,18984,0.502135187896535
159,43.8427448400299,32.5924899942859,93966,17.6968817618157,19349.3333333333,0.333417074906837
164,44.4749607042947,32.4489133994876,97823,17.0561506736398,19894.6666666667,1
158,45.924932723402,32.661621497795,98705,17.3455288157888,19945.3333333333,1
151,43.6695144944905,30.7134123763552,84856,17.3234412509014,18321.3333333333,1
148,39.9702072328635,27.9350750899934,69950,14.4341404778736,16532,0.609952606635071
129,61.7441285449398,29.3560148634711,88168,18.4098630326742,20761.3333333333,1
141,41.9474157597629,34.4740731124096,80486,18.736730289375,18209.3333333333,1
133,50.9407912121861,24.6217343729539,71387,13.0403829110316,17793.3333333333,1
132,43.0793259354609,32.4716126634226,73703,17.6012967633347,17592,0.333444038525407
144,40.1360641652799,24.8144824339719,56616,14.4459348545423,13957.3333333333,0.262899087799316
48,26.7076437574461,22.7724579118779,21753,1.15470053837925,5968,1
