length,width,depth,volume,crease_depth,surface_area,crease_volume
166,46.6222746411966,24.118026962087,79768,11.9493168949357,16638.6666666667,1
160,45.3237837858629,28.7743525522395,83528,15.0198750878131,17996,0.200288219046475
164,48.4082810080201,25.5997659476839,87028,13.5979692397856,17430.6666666667,0.501902949571836
164,48.1186465026586,29.1555089000285,93556,14.3180809624473,18969.3333333333,0.500064657959395
171,50.76146496116,28.0084613596544,99072,15.1874188300547,19108,1
164,49.4331978188077,25.6449704418269,89364,12.4331727050908,17021.3333333333,0.344889229394114
150,52.1303687873715,29.6340130884392,95202,15.7608251926831,19542.6666666667,1
140,50.9516094108815,23.0293867824373,62457,12.9421544626538,14849.3333333333,0.280252501191043
126,59.3764787856334,26.9555773588518,85716,13.2616297833756,17536,1
97,79.7204381793179,25.0394149132994,70194,15.0659367414393,17085.3333333333,1
