ID,Main Seed,Main Seeds,Weight(g),TGW(g),ØArea,ØWidth,Min Width,Max Width,ØLength,Min Length,Max Length,Date

BD_01310V6-1,Automatic,37,0.17,4.72,8.7,1.5,1.3,1.6,7.7,6.3,9.0,21/08/2016
BD_01310V6-2,Automatic,43,0.20,4.55,9.1,1.5,1.2,1.6,8.4,6.8,10.1,21/08/2016
BD_01310V6-3,Automatic,50,,,9.1,1.4,1.2,1.6,8.3,6.9,9.7,21/08/2016
