length,width,depth,volume,crease_depth,surface_area,crease_volume
150,36.9709646445077,17.7803997870985,59294,3.93644820303856,14384,0.0606488011283498
169,50.7932690249108,23.5912459113762,88962,11.1608680413675,18974.6666666667,1
171,54.1326699601725,28.0364665573753,103052,15.0253650316902,20474.6666666667,1
178,53.703742921814,27.5013416908852,105591,14.4998541356658,20994.6666666667,1
177,51.8144487148445,29.6688200816992,102889,16.0150701363647,20997.3333333333,0.336668391696855
184,53.2461689772714,29.1480151889139,109112,15.2545277677452,21813.3333333333,1
167,50.8960855931859,28.7015917591962,99575,15.6124896552976,20609.3333333333,0.25422511407808
166,46.244937494874,22.3980004189535,76090,9.2735360684414,16177.3333333333,0.248847631241997
164,50.9048657908365,28.9700799954705,93282,14.633991694864,21642.6666666667,1
172,49.9101044452822,24.6055231142052,87361,12.9478186763262,17882.6666666667,0.20338903271358
152,49.3649779167247,29.0882773048088,85751,14.8611782722652,20937.3333333333,0.254365396128517
172,47.0769445513982,21.3503516584959,71121,11.3380250130182,16026.6666666667,0.502859321387724
148,40.3798410551588,19.9709814386821,68722,6.03486420589156,15913.3333333333,0.0665521683125805
161,47.8146832852171,24.2331960933378,81807,11.8181982866356,17300,1
139,53.0530111324091,29.3124294791531,84444,15.6205188697854,18265.3333333333,1
