length,width,depth,volume,crease_depth,surface_area,crease_volume
12,816.278381971057,496.35490980156,592778,355.632674449721,98954.6666666667,0.75
12,435.48677739112,402.890789360787,1377500,1.7568263362426,194920,0
12,182.180804290931,95.7956279468764,97510,22.487055564225,17214.6666666667,1
81,21.586674955485,14.4627578483252,13910,3.08261682229607,5345.33333333333,0
106,26.13581821999,22.0693428397781,27701,5.41420891647242,8709.33333333333,0
81,22.9968510992826,13.4560747816047,14905,2.28521820013368,4469.33333333333,0
178,48.1761460848787,21.9383182692786,90033,9.88737909758266,22698.6666666667,0.583333333333333
73,17.7500875725843,12.5847694120335,11527,1.7568263362426,4738.66666666667,0
72,24.5536645563533,13.527860952802,14489,1.61026389525045,4420,0
85,27.2712331498957,13.4218853967193,19648,2.26284534954427,5401.33333333333,0
149,43.4370148809269,23.2569795540638,76938,18.9719606351531,21788,1
181,44.4382860287496,17.7530216559944,61457,8.19697039463047,18865.3333333333,1
77,22.9591380767225,13.816503050764,15989,2.5589645011896,4836,0
