length,width,depth,volume,crease_depth,surface_area,crease_volume
144,42.5514496791658,25.186618546682,70582,13.0098211633286,15090.6666666667,1
153,44.5924325566417,23.8943519315989,74850,12.0687465882283,15814.6666666667,0.333608815426997
148,45.2218890563395,25.7661068612848,78325,13.1017404358626,16496,1
162,42.3186273639505,24.5132357069157,78700,12.6060261246446,15930.6666666667,1
145,40.9343612204666,23.668791322948,64498,12.7664075413607,13561.3333333333,0.333889630618603
150,41.7460615657866,25.6547432471483,71041,13.7180370698536,15114.6666666667,1
141,43.6815635039969,26.3540036755212,72060,13.6635861221146,16158.6666666667,0.334219072925893
157,39.2442787052845,24.2354568046287,66213,13.9576296519574,14669.3333333333,0.500487171159467
153,41.6496997251969,25.6047436713565,73024,13.7363005233582,16134.6666666667,1
159,44.2742995542492,24.5078158341519,75691,12.716036967308,15842.6666666667,1
130,42.5473286463503,22.4084768966828,55961,12.0105739453072,12713.3333333333,0.500276701715551
148,41.5985824625212,24.1560382841855,67640,12.0931201472005,15298.6666666667,0.500273000273
138,38.6086809083995,25.2807626331546,60323,12.8454277274865,15001.3333333333,1
146,42.7447345574806,22.913618034087,65059,11.7342068236021,14454.6666666667,1
139,43.6144074233945,26.014780736842,69134,13.7261583418578,15837.3333333333,1
142,44.9492665631354,24.3637134521272,66979,13.0234567595518,15744,0.500225225225225
93,47.3839801938602,27.7762366262266,44206,15.896564441061,12944,0.508771929824561
109,49.1909619178979,22.2048481276625,49719,13.0074017386276,14349.3333333333,1
