length,width,depth,volume,crease_depth,surface_area,crease_volume
136,41.516341772761,24.4556715264135,57795,12.4641856688906,12850.6666666667,0.333575845762095
151,41.9044939371651,26.6576633067931,68146,16.2554789178111,14624,1
151,46.9818551894277,27.7725222353742,79704,15.534475962601,17686.6666666667,0.500788078521278
176,46.6381655892677,25.8475515861445,84555,14.9252312303093,17905.3333333333,1
155,48.5157262288258,25.7954535633198,78625,14.0124955038951,18045.3333333333,1
162,45.7900223398794,22.1204518899481,74540,10.3219109330202,16038.6666666667,0.500978090766823
139,46.2313375339603,24.3765752478092,62617,12.7289889530943,16077.3333333333,0.201049970834143
146,42.846475399289,26.9747229745048,65140,15.512907902294,15602.6666666667,0.287219377707759
151,46.5627065986328,25.5551586463448,67368,15.2615538474734,15298.6666666667,0.383143269104732
152,47.2299567253057,27.3315997527089,73662,16.169906599792,17173.3333333333,0.500064499484004
140,44.3890053018337,25.1467973083224,56746,15.3335900576246,13557.3333333333,0.202816205533597
