length,width,depth,volume,crease_depth,surface_area,crease_volume
149,47.3352403939701,25.3056256064307,76787,12.9047971118479,15754.6666666667,1
151,51.5643822714165,25.7588475983646,89849,11.8519378656428,17414.6666666667,0.500169635284139
151,48.9380198221789,25.7433008914694,84255,12.0771294040042,16377.3333333333,1
155,50.0906218176888,26.1671690787024,89788,12.1214214861295,17441.3333333333,1
153,46.7719125074575,26.6787417489682,82065,13.1505331154838,16853.3333333333,1
130,58.4993088433437,24.9655404716229,82257,13.3335174511588,17168,0.503975535168196
155,50.0862320613517,27.7761776310345,90707,13.7234652123134,17533.3333333333,0.502306204433864
157,48.2819192623784,27.3892640526478,88080,13.6648513802066,18342.6666666667,0.258658170914543
147,51.7006771503277,24.15070246058,75291,11.4796183938539,16061.3333333333,0.50181352677619
155,50.6525689866455,25.778881413807,85300,12.8236095573577,16672,0.500161995788109
140,53.2758233818099,24.4275252936202,78186,11.9893485756813,16936,0.503364022662889
152,52.0733250030942,25.2378188193508,83895,12.6163942010048,17632,1
143,54.8869887782136,27.1862854131898,86972,14.5937200829273,18620,0.336659376708584
149,56.2908153951344,27.1016724575667,98337,14.8114927129441,19869.3333333333,1
127,62.5026543893022,26.3450168148261,88326,14.0062676398598,19326.6666666667,0.333805963736358
105,78.1653180473673,24.5461693571675,78377,12.9371664183093,18184,0.252251597908193
103,82.6230266646207,23.7164044047836,75530,13.2061184163059,18033.3333333333,0.500450788880541
