length,width,depth,volume,crease_depth,surface_area,crease_volume
138,40.2276192410764,25.852244412229,60466,14.5107974483759,13926.6666666667,0.333956240753718
157,45.2301104540883,25.7612720354601,78314,13.9576363569866,16229.3333333333,1
151,42.1887311324717,30.9318255105266,84641,17.1910465198377,17377.3333333333,0.333840150017739
157,43.4926474592185,31.7896929527142,88527,17.5638480755106,18044,1
159,43.4536890849352,32.527514614271,97580,17.1256672088637,18662.6666666667,1
152,43.6244045788599,34.0259268735907,91968,18.6160501029975,18786.6666666667,0.505777985292401
162,45.0116351436211,32.3377752421815,98437,18.5563111935453,19165.3333333333,1
153,43.1300430188497,34.3267787951441,95059,18.1767057702346,19330.6666666667,0.500108436347864
156,44.2563221785694,30.5508693477314,89874,17.5160311390542,17284,1
153,43.5692983204109,30.7200915850289,88259,15.8398808933308,18560,0.502413617886179
149,40.9676787051809,27.1444733530901,67646,16.5331533717904,14664,0.500096043027276
120,56.4989223126893,25.7939066125152,70042,15.9609848961055,17361.3333333333,0.513196915776987
