length,width,depth,volume,crease_depth,surface_area,crease_volume
134,46.419225138488,22.5749740900776,59199,11.0720807985334,13586.6666666667,0.334541938602852
150,49.1894704198144,21.820963664723,69662,10.4019745601162,14910.6666666667,1
157,48.8660531486206,25.1996643349645,79437,12.0782548849803,17098.6666666667,0.500165371258475
154,48.3093755071755,24.9236311819486,78587,12.6814255146389,15973.3333333333,0.500647668393782
157,48.5201968206444,28.2129675330875,86748,15.5167807642246,18028,0.500074604595643
151,46.9945072982431,27.0162595176168,80858,13.775322121083,16493.3333333333,0.500186289120715
148,48.5802732997739,22.7697456578417,64529,13.1552062809837,14006.6666666667,0.333529296492259
153,46.4546827156743,26.8956458800549,80166,15.6698312799825,17220,0.505454545454545
139,48.4899029653614,28.8071283663803,77235,15.3563315610965,17794.6666666667,1
155,47.1705294680931,25.2179852185767,74659,13.3761985590097,15032,1
133,43.8116014385608,25.8073865323769,65487,13.4582020576058,15574.6666666667,0.500092798812175
130,48.3440648069808,28.6793329417613,73255,14.4570137716197,17170.6666666667,0.333486943164363
146,45.3454522666056,25.4369106701984,68378,13.9782307351759,13817.3333333333,1
107,48.1347589548274,29.9635679424233,63451,15.6755665599967,16388,0.252033255015362
123,60.4311575862558,23.2816852543614,67937,13.8411523900231,16698.6666666667,1
55,73.1168207136472,24.7380633360564,39105,9.62483921546714,8961.33333333333,0.500476190476191
62,30.1761983184968,16.9659380599423,22519,8.92021772017712,8132,1
