dimx_p,dimy_p,dimz_p,dimx_um,dimy_um,dimz_um,slice_thickness_um,slice_increment_um,slice_1_pos_um,min_data_value,max_data_value,mu_scaling,plantID
512,512,1324,15155,15155,39190,29,29,12105,-1676,29622,4096,/media/nah31/storage/Sample 79/00000079/00002874/C0002775.ISQ;1
