length,width,depth,volume,crease_depth,surface_area,crease_volume
167,46.9252064935516,27.4593639156879,105050,11.1125449437233,18910.6666666667,0.500100664384941
169,48.6698704924172,26.2331016036831,103225,11.0201126626563,17917.3333333333,1
166,50.8444633929659,26.8833541446074,101015,12.3859555235468,18860,1
157,48.4994010339027,28.1453555928145,96042,14.0915389016777,18193.3333333333,1
174,49.6522964431725,25.5702368047976,96015,12.8366771038698,18270.6666666667,0.500083808246731
153,47.3246197159581,28.1267762021268,86949,16.7740783971524,17068,0.500089589679269
154,50.1574292833411,26.2590583050539,93387,11.7428355766118,17998.6666666667,0.250522329589971
151,42.3836947926758,26.1722247106427,71644,14.544473863212,15706.6666666667,1
171,50.634897168227,24.919026245539,98559,12.4899819476013,17974.6666666667,0.333464437889217
174,47.7281885641782,24.8927882974637,96561,10.9940863468425,16738.6666666667,0.170126874279123
120,47.0142729924973,32.4405584187656,85977,15.0388764669788,18376,1
139,45.0212756240849,23.2581006409381,60852,12.950519904902,12956,0.500284656988329
156,50.1868734302338,25.8280128839006,95045,11.6694902881725,19492,1
165,47.1643697731281,24.5993064824254,87103,12.2250217594185,16084,1
127,42.892861141605,25.7973909207845,64469,12.3738568315578,15338.6666666667,0.349345364472753
164,47.374568611099,26.5506886532346,90416,12.6749369080679,17290.6666666667,1
160,47.1402267646149,28.5367455031588,91672,14.5460386036459,17992,1
146,45.6655570529132,24.7406803701292,78912,11.8515717890155,15816,1
134,40.8891580041848,21.5198657270183,55884,10.13970035485,12840,0.500192307692308
47,25.732255358467,25.6440780501348,13874,7.57252852079288,5148,0.708333333333333
