length,width,depth,volume,crease_depth,surface_area,crease_volume
147,38.3853675795211,25.3372167487595,62186,13.6689223522712,14904,0.500123823675087
162,37.0695372618442,24.3724144578458,64115,13.8030726412968,14677.3333333333,1
153,35.5669912370765,28.8861533559798,69448,14.8502449492692,16972,0.339276973638207
161,39.5103871840593,25.0203964413219,64770,14.1688422018723,15374.6666666667,0.501541359821887
142,38.7260779160579,28.295749761356,65266,15.3995092874622,15900,1
148,37.7622304703867,25.2499391554048,55036,13.5925853676163,14482.6666666667,0.281707317073171
150,37.3842357560866,22.9993509964765,61852,11.9928265479876,14193.3333333333,0.5007016840417
128,39.3176731984419,24.8616343772201,54764,14.0599581626004,14093.3333333333,0.339504874114594
135,38.7183522216103,26.1336354921161,54577,15.4819036111724,14626.6666666667,0.189178532311062
138,43.5083904056565,23.0709072160986,57650,12.7739733016119,15282.6666666667,0.520298736116431
135,43.8711973574809,23.6497076538248,51110,13.8664338701508,14190.6666666667,0.396684970510474
