length,width,depth,volume,crease_depth,surface_area,crease_volume
158,45.4220436603074,22.7054495129103,69828,11.4727283156505,16029.3333333333,1
163,42.5693062946682,23.7952334511055,77641,12.2401997330106,16597.3333333333,1
157,43.8319742177721,26.5522165339825,79933,12.8576098821183,16861.3333333333,1
156,40.8951978479815,25.2584663678042,72986,12.4609167369315,15766.6666666667,1
159,44.6986203133855,24.2847165672881,79608,11.2169630306088,16765.3333333333,1
161,44.4780300139373,20.7407518767806,68243,10.7057060571288,15462.6666666667,1
162,45.7058972623794,23.9966774998238,78855,11.5343524704513,17021.3333333333,1
166,45.3512637797876,21.2524683935874,75629,10.5971790079504,15720,0.333837874201144
164,47.0615173413754,23.7351757766929,81815,11.9960321205724,18001.3333333333,0.500444681607969
166,43.2671673364934,25.331594506184,79586,12.2452911507455,17093.3333333333,1
168,46.99818092998,23.7779797962443,75926,12.4983298530853,17662.6666666667,0.335278256641471
174,44.1748741433093,23.2937672495861,84662,11.3512204856336,16904,0.500324605063839
166,44.4602548070762,23.7890537564819,71165,13.2548661691853,17404,1
155,46.8254627398009,21.1685041936581,67282,10.8573900193025,15796,0.501176722293539
150,47.3179054953987,21.2654598582462,65141,10.676303989766,15166.6666666667,0.333749479816896
171,43.492403699631,23.5223456203154,81622,11.5630622544896,16317.3333333333,1
157,48.9189484802274,23.938587790775,78954,11.91957789753,17576,0.502291403286979
159,43.3025326525594,26.1610859138073,79217,13.3209996919848,17862.6666666667,0.203647638154295
162,45.3455862043141,24.3748830408228,79525,11.2448511780281,17818.6666666667,1
153,50.8070120539804,24.2447094729523,82485,12.3939588399953,18348,0.502042900919305
153,50.5992372790337,25.8604627710139,83038,13.5862006756806,18650.6666666667,0.503220008986072
133,56.4647368314327,21.5300320238369,69555,12.3219391399963,17549.3333333333,0.500189143181388
