length,width,depth,volume,crease_depth,surface_area,crease_volume
79,19.912576930737,14.9044957046765,12830,1.69150742780922,4180,0
74,17.7542731301872,12.1288583229731,11226,1.7568263362426,4013.33333333333,0
70,14.9304112905465,12.0120960348437,10422,1.15470053837925,3544,0
131,33.4023059634984,18.3676930566587,27323,8.24087515105255,9284,0
111,43.2447298873474,18.7749166184929,24634,9.08447919512827,8300,0
79,18.2169727736701,13.0067855700245,11649,2.14603932769135,3981.33333333333,0
81,18.8995616150569,12.9043102465471,14137,1.7568263362426,4501.33333333333,0
81,18.8088689935309,13.0120209876848,12867,2.21108319357027,4386.66666666667,0
94,18.2327041045626,12.1556013841928,14379,1.15470053837925,4260,0
69,17.6246546074258,12.7273412389671,9712,1.60069203541257,3358.66666666667,0
76,19.6775084644069,13.8097182177447,12836,1.92667325270306,4192,0
72,17.8017138584627,12.1931434156968,10659,1.15470053837925,3473.33333333333,0
64,15.9302649657823,12.2939393810538,9532,1.15470053837925,3669.33333333333,0
69,15.948694233012,11.7873546039791,9822,1.15470053837925,3388,0
120,33.5490311432155,17.0087413586316,22291,9.90820117249987,7472,0.8
