RIL	median_length	median_width	median_depth	median_circularity	median_volume	median_crease_depth	median_surface_area	median_z	median_geometry_ratio	median_grain_count	se_length	se_width	se_depth	se_circularity	se_volume	se_crease_depth	se_surface_area	se_z	se_geometry_ratio	se_grain_count
81	4.5584	1.36651249921937	0.799788980134472	0.5450851217086629	2.302113203712	0.40314379535861905	14.789580800000001	914.4012119232461	0.42017077691509136	13	0.11931598344448847	0.0170892937533113	0.032114958091294915	0.005875466201307711	0.1292064551865962	0.02197287327038376	0.6781931225401625	53.510872855371346	0.029140129057512346	0
82	4.6768	1.30962503065502	0.7268244664647742	0.5894573322136399	2.1638572584960007	0.350865834572688	14.629535573333301	1067.546348950212	0.5556624293995592	5	0.26475044853597507	0.12360250714275978	0.040624246771153324	0.02489434442933541	0.04189050428100512	0.02334532774880017	0.680970380637031	88.3028033793664	0.07444701671509854	0
83	4.469600000000001	1.4100895854498399	0.7822820434065059	0.504742468386739	2.0648658979839998	0.39420303074750795	15.37485568	1127.7767608066401	0.4303896607417485	5	0.11950484509006296	0.09448937088237018	0.06421523621160663	0.035866689049829516	0.2273983193787953	0.05857398798085746	1.313669445369199	78.36147284374631	0.08293359184971168	0
84	4.0256	1.5183871251678949	0.8425084869936061	0.448211062324595	2.144211998976	0.508935432634926	15.10791893333335	846.5517205048175	0.30461029053864336	10	0.14418842980242522	0.05621082797586422	0.03701406259149105	0.006409334649744097	0.10341533959748724	0.022623289713517958	0.6586730089073932	47.084553690884526	0.03156918458522125	0
85	4.469600000000001	1.5263057152339299	0.763054889848687	0.5177980226798072	2.2121988608	0.38198199451069803	15.258034346666701	712.5551218967103	0.4420802778843192	15	0.06901429306758891	0.033064872338619725	0.008300118507591615	0.005985804739461044	0.040246713511461925	0.007749438528074236	0.262403427704441	51.99271169139203	0.011990178952259503	0
86	4.6028	1.4261449638487447	0.71328613058307	0.5117945556883374	2.000795120896	0.3462537919283415	14.99051349333335	750.873580864462	0.5347424683915039	18	0.06926904678433969	0.024428511546934865	0.012178038898388635	0.005012074468041317	0.06518482428406171	0.007725182143347214	0.4328077354783747	53.43134608263571	0.011490483872244639	0
87	4.4104	1.4096550761390398	0.911202139665836	0.4756685938000041	2.306781384192	0.532074779084708	15.11551232	852.333520260849	0.35408572078967127	13	0.13277930496289697	0.020388990325272218	0.03436803155706698	0.005648199774004121	0.11381219036694629	0.02174843594485322	0.6279067397417938	63.78703380850037	0.031042782585698158	0
88	4.277200000000001	1.29407577836129	0.7381802577962364	0.5073376899793334	1.7758925591039998	0.4087349194907951	13.4180983466667	987.9232151537111	0.3860446875282776	18	0.104415938259791	0.014408655060285337	0.02046548486478351	0.005870267927356796	0.05270710673999034	0.011272204250783884	0.29380866859350663	38.38841359364278	0.024790753120255284	0
89	4.3068	1.2493685940675099	0.7447350688430235	0.49136895327578944	1.7919977817600001	0.4169026342799331	13.251043840000001	1095.7815520802355	0.4748917259085058	6	0.09032177539835633	0.025355294418233733	0.02464673976039524	0.005428821027465376	0.08751767852656397	0.01674759689935515	0.49049211316616187	61.219090132213694	0.029131667550477604	0
90	4.3512	1.387255457501495	0.7720206110641171	0.48311339178814405	1.907055463424	0.40990962406829456	14.769137066666651	814.1961836029786	0.4491687180404579	24	0.07473987611794394	0.022353947403894084	0.02080751630596302	0.00819358977426439	0.05951843346227307	0.014433494398653744	0.3337777596407369	34.50533660728448	0.029478816267136543	0
