length,width,depth,ratio,circularity,volume,crease_depth,surface_area,crease_volume,x,y,z
4.2032,1.19896548097014,0.877490879029592,3.50568891824892,0.551358538407929,1.99279437824,0.407662264928187,13.1482410666667,2.5934336e-05,278.938990109318,151.630622071838,333.660788651744
4.144,1.2727845802899,0.840898617234269,3.25585339748233,0.609507880115431,2.059523424768,0.380065649726962,12.9753454933333,2.5934336e-05,262.710765239948,209.645158853084,394.501467014217
4.144,1.39789852686744,0.84695429208154,2.96444979399637,0.562238075027094,2.06152036864,0.371154425975568,13.61202176,8.90444661159783e-06,263.617612278274,145.746886400805,448.950484337653
4.2624,1.319665564611,0.769017613759179,3.22990923935826,0.593370126984776,1.984547259392,0.252047410824937,13.88187904,1.29839214470284e-05,262.272444525757,144.42811217689,604.181895402629
4.736,1.37727394074114,0.806599717573504,3.43867683828496,0.506164999024491,2.261811245568,0.408132378286902,15.33630464,1.29696824789606e-05,265.008530838292,379.43723986103,634.414766147249
4.8248,1.32171688316674,0.628523769128084,3.65040354817903,0.522259734444347,1.77248219392,0.270616363178289,13.5921621333333,3.26602703254178e-06,253.933206525715,210.884088082523,648.410871314654
4.7656,1.41434586369221,0.744909371148594,3.36947285832843,0.525530007333841,2.282506845696,0.338912088063763,14.9741585066667,3.78682029130945e-06,282.803535921646,324.053300155662,690.573973707832
4.8544,1.38362354167405,0.814209190191976,3.50846878055186,0.540226098512197,2.513737385472,0.33433874773017,16.5010133333333,1.29727645334484e-05,280.344341617919,313.191628751535,800.33445789099
4.7952,1.43114569224081,0.74359041287807,3.3506022664205,0.496821971293424,2.255794479616,0.331097942539762,15.7299925333333,1.2969677126935e-05,231.443384187351,359.306285280693,856.00106919902
4.6472,1.34878878690912,0.787909053124129,3.44546162090323,0.550410476828522,2.23398370304,0.310344094024903,15.157568,6.49723365052632e-06,267.434211748317,309.499628511725,912.434583236592
4.588,1.28415572717001,0.725980274185213,3.57277540638387,0.576446830376683,2.011052150784,0.29505430259144,14.3117815466667,1.30198265502538e-05,211.996634168988,347.265913545858,966.42036779119
4.292,1.50219014112016,0.716781445737846,2.85716160858273,0.521935482725308,2.034315250176,0.340004960325015,14.4204253866667,2.5934336e-05,297.51353246389,190.069466223021,973.23316887852
4.4992,1.29120547903278,0.622858058305033,3.48449574685067,0.546883046070465,1.561039552512,0.216569908215179,13.0454382933333,3.42762721019108e-06,250.726325757576,307.646132376396,1025.41764686337
4.2032,1.37236583503461,0.928213702644274,3.06274019120711,0.518203615320445,2.189169170432,0.454745345839642,15.6563950933333,2.5934336e-05,276.687674738189,191.721260010425,1082.79210301853
4.9728,1.24307233123259,0.780998201589197,4.00041081685819,0.527353379280688,2.136678074368,0.373434291040386,13.7790762666667,2.5934336e-05,236.917184541438,256.34418847405,1117.10502743118
4.1144,1.26009228201786,1.01851130295541,3.26515768623817,0.503789883086733,2.2523970816,0.486910458825292,16.6318532266667,2.5934336e-05,253.942900896959,217.634941104676,1188.64768736543
4.6472,1.18487859324639,0.762561026386198,3.92208959338811,0.534929412315893,1.875986128896,0.341634678431393,12.4251170133333,2.5934336e-05,194.107401570449,276.056279031188,1222.80182758239
3.7,1.15560421393778,0.951512946811509,3.20178825533359,0.509790822799738,1.77313055232,0.461212783731283,13.9134208,1.29712924173028e-05,228.370732777534,261.958315050461,1293.96344888109
3.552,1.20084015116931,0.727626009935628,2.95792907702266,0.517603325837403,1.41381032704,0.377632867554203,10.6774698666667,1.29717565237084e-05,166.215830505365,288.057965697514,1322.11604145648
