length,width,depth,volume,crease_depth,surface_area,crease_volume
59,19.1090025421825,13.1079304569448,9554,1.91120028927322,3052,0
63,16.2766448634184,11.766185584134,9142,1.15470053837925,3080,0
60,20.0979213290614,12.6123852096609,9170,2.04757776335482,3196,0
58,19.1679374257367,13.9482089834646,9087,1.15470053837925,2626.66666666667,0
64,19.824796546122,14.3124158606079,10027,2.26559831508262,3409.33333333333,0
70,23.7752597816829,14.0994413788973,12539,3.54004417565179,4153.33333333333,0
52,22.4511749679027,12.7231670898346,8968,2.26559831508262,2913.33333333333,0
52,18.8539365415335,14.530382791621,7989,2.21108319357027,2532,0
101,26.9333009989036,16.2987677817345,26865,3.3738074377362,8800,0
78,25.9515641339629,17.3550555811783,17199,3.82907552593653,5785.33333333333,0
56,18.4932868786799,13.9983611880248,8558,1.15470053837925,2598.66666666667,0
56,18.1542111845883,14.9075880291005,8796,1.15470053837925,2729.33333333333,0
90,33.2812028496676,15.9104984441032,18033,9.81113748357721,5965.33333333333,0
46,19.6842564655784,17.5210138403633,7761,1.42638547044137,2338.66666666667,0
