length,width,depth,volume,crease_depth,surface_area,crease_volume
140,45.7275904686679,21.5216368790067,60132,9.74760514967336,13220,0.500513698630137
146,47.667019547241,22.942737844894,72991,10.9900724327298,15678.6666666667,0.500125722906714
153,49.2045392480269,23.2985766138781,78203,11.4424591180784,16054.6666666667,0.500572868927589
150,49.2888343506206,26.7083336404909,86319,12.3442608241502,17606.6666666667,1
157,49.2269991520396,24.2200817334779,84815,11.096028433494,17069.3333333333,1
149,50.5829047142815,25.0760406696933,84811,12.1701110334012,17765.3333333333,0.501143118427069
153,47.6149087148477,30.4628720008666,88278,16.2585538284437,17809.3333333333,1
154,47.574670531114,23.3573019018725,69206,11.2441385261949,14629.3333333333,0.500337230215827
140,48.6514138908897,27.8673757015037,80199,13.6540817489547,17701.3333333333,1
169,49.7142859714498,23.8457461505747,81808,11.4125475920385,16270.6666666667,0.500263852242744
133,49.3341224886666,31.5979981627367,92195,13.3788348271812,19896,1
165,50.0798743499253,21.6488981325299,82568,10.2642080909987,16574.6666666667,0.500193873594416
78,29.2897237878187,26.2883574428707,28946,1.42638547044137,6578.66666666667,0.280612244897959
66,28.4935365425444,23.9423730041259,34186,1.42638547044137,7670.66666666667,0.269083969465649
