RIL	length	width	depth	circularity	volume	crease_depth	surface_area	z	geometry_ratio	grain_count
20	4.588	1.4172454785790898	0.839285305549264	0.584759926974987	2.5687959808	0.36210840585374104	16.56292864	887.4841892628531	0.4599900819995985	5
21	4.7064	1.43250993433264	0.690704730818029	0.508198135135119	2.0800115502080003	0.34693547530611796	14.9870088533333	753.581208008645	0.5749010070695745	23
22	4.6472	1.3967818954243898	0.7854824574700819	0.5428931660785661	2.314406078976	0.343081096296835	14.960139946666702	1096.937197907323	0.4501061132571591	7
23	4.6175999999999995	1.4512063672276048	0.760661030368358	0.5183665998996656	2.2164909934080006	0.3826323597022866	15.680927573333353	803.5803953561531	0.48503621754225934	10
24	4.6175999999999995	1.4299238483116046	0.7606153278972295	0.529513645634925	2.2205367498240003	0.36369649198130655	15.285487360000001	1026.3155733518806	0.45569359140314303	10
25	3.9959999999999996	1.16138206029741	0.7998643923752309	0.497315128545404	1.559742835712	0.4025749447636551	11.930962773333299	1021.8691190205101	0.3732281929514781	9
26	4.499200000000001	1.3196655646110003	0.7809982015891971	0.5273533792806879	2.0595234247679994	0.3416346784313929	13.9134208	484.04753684358786	0.46573507592796937	19
28	4.7064	1.3423974078817102	0.7043389101527239	0.5117544464865021	2.0450520652799997	0.355082550768944	14.9134114133333	696.222258374549	0.5647305014946783	21
29	4.691599999999999	1.4259546557680247	0.7962435339722336	0.5445159125896686	2.3925592005119998	0.3663636271893299	16.50393386666665	846.6838935319736	0.48391261799066054	6
30	4.81	1.4843565020356548	0.7544360765905809	0.546083705707098	2.453543791616	0.338211607058729	16.44902784	957.1543722788551	0.5181101113327706	10
31	4.588	1.23077678397881	0.7357637671626008	0.5084418949923519	1.9737067069439997	0.38666690889080607	14.037251413333298	815.6940604178469	0.5284388510436819	15
32	4.5584	1.56542238410176	0.8269986949117291	0.520618713426257	2.4643843440640003	0.42560004965936105	15.698450773333299	717.392004002821	0.40269731440731393	3
33	4.469600000000001	1.49930158142572	0.7602244156085501	0.46866754056964804	1.9272064424959998	0.44931003330578506	15.162240853333302	819.0548619067303	0.43455875116429205	19
34	4.6916	1.2873086232997397	0.6976656335171021	0.49082256932525004	1.703600597504	0.367994721933558	14.28257621333335	926.2735653557527	0.5625963732607879	12
36	4.7656	1.44156983415377	0.7521492781183241	0.5695262226619701	2.47167189248	0.33056998405053395	16.319940266666702	730.485968742933	0.5192749193396727	13
37	4.7064	1.4642315872742797	0.7519621787028398	0.5484020265361701	2.354474628096	0.356163946940849	15.6575633066667	801.5955957262051	0.5086758437303966	15
41	4.247599999999999	1.2421314027354549	0.842466450496308	0.4738820377006715	1.9279715054080002	0.4870951470992496	15.029648640000001	855.566801807299	0.39258647362275717	10
42	4.5287999999999995	1.2885167975385148	0.912448373014221	0.4856202628795686	2.292413762048	0.5078873631847804	15.51737770666665	830.5380734038849	0.3798619035134987	12
43	4.587999999999999	1.332879993463175	0.7941917859598407	0.532244348385335	2.1562066293760003	0.377676766061798	15.331631786666652	798.7058551974966	0.4549195774509904	16
44	4.943200000000001	1.3560081490932803	0.745192404718417	0.5230975354880171	2.1535094584320005	0.34021804192158595	14.0898210133333	1028.2827511241721	0.5090795367324876	3
45	4.3364	1.38326987748991	0.7543332210008256	0.5043043142477626	1.8821844352000001	0.40144630213765303	14.435028053333301	991.5480149717346	0.466305181417271	12
46	4.3512	1.4567719640890897	0.7978448788138138	0.4936684441342335	2.1157490652160007	0.408733663999156	15.478242560000002	896.0163353116816	0.4150765888541549	20
47	4.7064	1.4019306714701596	0.7831497799406769	0.5453071164234201	2.38816333056	0.36624424948320794	15.7533568	682.312190361304	0.4775797256928436	17
48	4.3512	1.39644224898149	0.729025873602917	0.511129063632604	1.8888754938880001	0.37045042550499	13.9648221866667	539.5170371435789	0.47034850373847953	23
49	4.691599999999999	1.3949924258584652	0.6924045682145024	0.5146725299258585	1.96186768256	0.3256832864098165	15.652890453333349	912.0244877514622	0.5869840659816521	8
50	4.5436000000000005	1.398985226965235	0.6835492233911679	0.5355387934721361	2.066071844608	0.343917574837974	14.09683029333335	928.2607589265116	0.5602985969490129	8
51	4.6175999999999995	1.34445731759805	0.7223398658092298	0.550004523041088	2.1501379947520003	0.3278872068646261	14.631871999999998	747.69117177871	0.5325360462582958	25
54	4.5584	1.39977616100484	0.8679843195604381	0.46303429052657996	2.235306354176	0.48464101352003597	15.985831253333302	748.374484535041	0.40773015012682706	17
56	4.4992	1.3194416196142247	0.8160665294983629	0.5197772844398141	2.212250729472	0.42580401682607855	15.4379392	1007.1073833013326	0.44209189001756327	4
58	4.6324000000000005	1.4450388745284348	0.7572596843466805	0.5802008354907154	2.315624992768	0.2971831047215421	15.400556373333348	930.8636707499995	0.4307345980652788	4
59	4.3512	1.14606322575966	0.7406037346631291	0.4820284998767641	1.604090550272	0.410446442556464	12.859692373333303	952.0510749460861	0.46560680898879975	11
60	4.203200000000001	1.31175805994081	0.75250181962422	0.4815727137893051	1.7851900185599998	0.4053221293312791	12.775581013333301	806.985757098545	0.42515410467900333	13
61	4.514	1.2613087552356452	0.794776946673271	0.505110560791202	2.0135029455359996	0.4211735444554866	14.74402048	936.460998819368	0.44891626721374134	12
62	4.203200000000001	1.4157185177971698	0.7050295794184225	0.5716858155654396	1.9062904005119998	0.32702615760486053	13.19789013333335	1101.724399004715	0.45369620572791786	4
63	4.3216	1.3225643619007852	0.872617422500889	0.483512393247772	2.098788009472	0.4435352631161821	14.8199543466667	811.7111953754616	0.38006047375418506	16
64	4.2328	1.4967593026090698	0.6935361527710358	0.5098236076787671	1.9514291123199996	0.35935408972581906	13.9484672	861.2752497853689	0.4871144587202905	13
65	4.6175999999999995	1.30842582411549	0.7693150207999448	0.5235429701766259	2.067070316544	0.35858596708978807	14.714815146666698	723.0825744950561	0.49369148939872376	19
67	4.44	1.42241282892269	0.717612743245476	0.484767470851156	1.97049084928	0.36964741749212493	14.273230506666701	1056.0845006329741	0.4817858790232106	11
69	4.469600000000001	1.30747093910598	0.7137842137562029	0.5068544762612801	1.7910252441599999	0.37652996878701306	13.958981119999999	900.908886961014	0.5211913940420516	23
70	4.3512	1.4232016571535295	0.6516311342381331	0.49606472212470504	1.79634178304	0.35530008958888004	13.82230016	862.3902945853372	0.5441619770979633	13
71	4.81	1.482342054736205	0.7735910072305541	0.4907972966055165	2.20694715776	0.3914924117261946	16.3140992	733.827901703429	0.5109626451661016	10
72	3.8183999999999996	1.2645637230441098	0.7471046224404461	0.48599069355331204	1.439251910656	0.43026572943446506	12.0115694933333	821.4815331108979	0.34845936225557145	13
73	4.143999999999999	1.4242357985413299	0.759633965694703	0.509968378378383	1.9442712355839997	0.3819318320381909	14.1003349333333	720.9091366946761	0.437055875930271	21
74	3.9959999999999996	1.38925240537631	0.658506928392557	0.49284270115088347	1.586934987008	0.3474533309620286	12.60385365333335	873.5769641843597	0.4737223699606322	2
75	4.3808	1.3891642426570052	0.7966440423832439	0.508911607347646	2.1027689300479997	0.40393693141694254	14.852080213333348	942.9502330740036	0.43488609849867016	10
76	4.114399999999999	1.5163558018510204	0.700035632714684	0.4873672617866821	1.7954859499520002	0.367125063961735	13.972999680000001	784.8879916964172	0.43413455466973905	25
77	4.6324000000000005	1.3659171154554448	0.8779615225875685	0.5057268257639598	2.2491812239360005	0.45543124911075306	15.7101329066667	983.3857431344506	0.415966750945091	8
78	4.7952	1.27207189683228	0.86378758812398	0.501488107361176	2.392649970687999	0.46455794989252003	15.783730346666701	629.4853705770889	0.4694905919068734	11
80	4.854399999999999	1.4632226554367098	0.7978850898220118	0.49703416903087305	2.2570133934079997	0.4024998894976551	15.364341759999999	912.2864744890951	0.4616746355842009	9
81	4.5584	1.36651249921937	0.799788980134472	0.5450851217086629	2.302113203712	0.40314379535861905	14.789580800000001	914.4012119232461	0.42017077691509136	13
82	4.6768	1.30962503065502	0.7268244664647742	0.5894573322136399	2.1638572584960007	0.350865834572688	14.629535573333301	1067.546348950212	0.5556624293995592	5
83	4.469600000000001	1.4100895854498399	0.7822820434065059	0.504742468386739	2.0648658979839998	0.39420303074750795	15.37485568	1127.7767608066401	0.4303896607417485	5
84	4.0256	1.5183871251678949	0.8425084869936061	0.448211062324595	2.144211998976	0.508935432634926	15.10791893333335	846.5517205048175	0.30461029053864336	10
85	4.469600000000001	1.5263057152339299	0.763054889848687	0.5177980226798072	2.2121988608	0.38198199451069803	15.258034346666701	712.5551218967103	0.4420802778843192	15
86	4.6028	1.4261449638487447	0.71328613058307	0.5117945556883374	2.000795120896	0.3462537919283415	14.99051349333335	750.873580864462	0.5347424683915039	18
87	4.4104	1.4096550761390398	0.911202139665836	0.4756685938000041	2.306781384192	0.532074779084708	15.11551232	852.333520260849	0.35408572078967127	13
88	4.277200000000001	1.29407577836129	0.7381802577962364	0.5073376899793334	1.7758925591039998	0.4087349194907951	13.4180983466667	987.9232151537111	0.3860446875282776	18
89	4.3068	1.2493685940675099	0.7447350688430235	0.49136895327578944	1.7919977817600001	0.4169026342799331	13.251043840000001	1095.7815520802355	0.4748917259085058	6
90	4.3512	1.387255457501495	0.7720206110641171	0.48311339178814405	1.907055463424	0.40990962406829456	14.769137066666651	814.1961836029786	0.4491687180404579	24
91	4.5287999999999995	1.3641589225802904	0.8594714109699961	0.48265244731993207	2.0674074629120005	0.443423949712134	15.022055253333301	847.3864277203049	0.41546525100745474	11
92	4.2623999999999995	1.21203572951498	0.773291528380237	0.517094776884056	1.7396752588799997	0.391736087819585	12.7510485333333	842.9633238788799	0.42481553220713025	19
93	4.6768	1.4231376786714698	0.7961827891461307	0.49578896699383007	2.075706450432	0.41903522192534504	15.66924544	1037.389683570749	0.43624445062438555	7
94	4.6768	1.5153348352054496	0.749957601438436	0.5001119456673498	2.23787385344	0.359689136116877	16.08045653333329	812.75581160651	0.5159537717052298	15
95	4.484400000000001	1.344477090751305	0.7021521168600984	0.5210934836879105	1.8825993845760003	0.3522087079218935	14.3368981333333	854.5701644424889	0.5233699292891412	22
96	4.558400000000001	1.2822181572229	0.7012569832299594	0.5091699855631069	1.7531351792640002	0.33988353222446854	13.878958506666649	1018.6845768016715	0.5588024286555817	6
97	4.1736	1.39597210374059	0.977671688129716	0.5177730048479249	2.36767520512	0.473871736171176	16.9472708266667	1175.741181365026	0.2729396953948802	3
98	4.6472	1.3542970456664	0.7162120738642258	0.5172903680356559	2.2902352778240003	0.3618100649697771	14.7393476266667	876.3169606375411	0.4938710589726119	7
100	4.5287999999999995	1.3725450411178102	0.6714206911264919	0.5390252574489182	1.8776718607360001	0.30616674695442003	13.6201992533333	972.2956415513481	0.5397037782439831	15
101	4.499200000000001	1.251588596797645	0.774630972641302	0.5077822351717987	1.9295534999039998	0.406077889628074	14.908738560000003	833.0092031805721	0.47435609943819224	20
102	4.2623999999999995	1.3823369516118702	0.6543878947651509	0.5235131738313828	1.796367717376	0.311445920933813	13.2031470933333	737.2635395801138	0.5023378941344958	23
103	4.0847999999999995	1.3678505718027902	0.7077481680550539	0.49276548549073396	1.762782752256	0.3586493160007119	14.023232853333301	921.2610275788701	0.4952353789686458	9
104	4.188400000000001	1.334990812095235	0.7015159565544214	0.5155099729066377	1.7007607877120003	0.3612066508198235	13.370785706666702	883.294546310084	0.48872045861662494	16
105	4.6175999999999995	1.47173857397332	0.718720275092093	0.5175608828517558	2.1055050024960003	0.34561487334635704	15.512704853333302	718.355880742728	0.5344453971559596	15
106	4.6768	1.389141245986555	0.703684861585312	0.5710697768023215	2.093575207936	0.30301211711923404	14.3152861866667	747.3512682105825	0.5694606712611521	12
107	4.469600000000001	1.361916126132825	0.7599890607030368	0.470807342391707	1.7572328043519998	0.45280812979545004	13.861435306666703	890.6759165755659	0.42581317252772055	10
108	4.854399999999999	1.45924626034126	0.6535582342832911	0.51821241318982	2.111884849152	0.32549294010225305	15.395883520000002	944.192135359717	0.5605888439905293	5
109	4.9284	1.3536174252823998	0.8312962083435951	0.5565922297669296	2.297017106688	0.3904265553292436	15.779641600000001	1032.517095166836	0.48332900710098903	8
110	4.3956	1.3624909288787048	0.7607164252199219	0.555755731526844	1.981525909248	0.3289892031094905	14.26446890666665	888.4035924138695	0.4591152400086058	14
111	4.4844	1.4567867683209852	0.7113742526839789	0.5130805993892915	2.1314912071679997	0.3382540993097295	14.738763520000003	933.6235398086851	0.5103219751177162	12
112	4.7952	1.28474648489409	0.7475317828559789	0.506047151443212	1.8776199920639998	0.4159638776320611	14.436780373333301	918.1893505829491	0.5348986833312136	9
113	4.129200000000001	1.372072071922605	0.8366635126316291	0.5422910529463955	2.115736098048	0.42439964795495355	13.7732352	838.8038948218099	0.36314418442364826	16
114	4.1736	1.32239687452909	0.7370041194751811	0.5256082769987681	1.82409152256	0.4229983271747881	12.775581013333301	931.9842036481491	0.4072134133902978	11
115	4.203199999999999	1.3369239350101698	0.8533082459728005	0.4820205980513266	2.0172374899200003	0.444244806634306	14.25220266666665	1022.3182472768196	0.34110340433277	8
116	4.5436	1.3311616385046898	0.7876761975780293	0.47921878907588655	1.951831094528	0.42725021989616363	14.80359936	596.8729500462146	0.42985041638234694	16
117	4.5732	1.4050595129648897	0.7052300566455854	0.4939851755362665	1.9150173045760002	0.364902224822227	14.79074901333335	791.4875559579555	0.5511320874226777	22
118	4.3808	1.37623046519444	0.7287663847779717	0.509847605909106	1.974251328	0.358021248682255	14.4402850133333	904.0755015680461	0.4802220883987614	9
119	4.6324	1.3309663515003751	0.7624821278995559	0.5135400957497545	2.0038813068800003	0.39577565419095856	14.72124032	807.657485437275	0.46693975725556147	12
120	4.513999999999999	1.4571812409242149	0.7458752833885809	0.5346296164412785	2.193163058176	0.3910103031116321	14.563531520000002	980.2668726135781	0.45247103406941497	8
121	4.588	1.3614177732468302	0.7661278331087952	0.49856597614680503	1.9652780477439997	0.42117703430463305	14.744020479999996	824.5108928983852	0.4404521988229547	15
122	3.848	1.2377176721340397	0.712739887567639	0.507910273873205	1.425558581248	0.3848830629123531	11.543115946666699	1097.879992963699	0.4041858730544355	5
123	4.3808	1.4299575150123998	0.7529325558378729	0.5029288936131372	1.89981978368	0.407749534784056	14.35851008	835.43444400803	0.4388047414657382	15
124	4.2623999999999995	1.2451151926484199	0.7831925018964098	0.5035566222359619	1.81255074304	0.41467504741744304	13.48935936	970.2452598282331	0.42249382285775255	25
125	4.3068	1.3899920219001098	0.8374723136164299	0.450446727700861	1.9150432389119998	0.4974781563247125	15.19436672	773.0330118484505	0.3880067795492208	10
126	4.6916	1.3854049575186203	0.7234579838858003	0.5493368990971694	2.2451225003520006	0.3636734996976395	14.79892650666665	913.08916336697	0.4984928969110842	6
127	4.2623999999999995	1.3780305751562503	0.810184751348266	0.5015952930151741	1.8668831769600003	0.409974568406379	14.138885973333299	942.72677257524	0.4024463290095323	11
128	4.514	1.2841903424800751	0.7382116691550741	0.48516059376611353	1.756182463744	0.39655635101704556	13.86201941333335	763.6770485409767	0.5012471489320739	20
129	4.410400000000001	1.389599735676995	0.756136833694657	0.5164895777891796	1.9398883328	0.3906578894634686	14.504536746666652	925.8041853733441	0.42442056600504663	8
131	4.44	1.4185991921190402	0.7215306302746138	0.4877978662902971	1.75342045696	0.39135693751904155	14.3012676266667	641.6212765322339	0.47376773972104747	18
132	4.3956	1.352463635658455	0.8224883080410684	0.5221408603328574	2.127147205888	0.4364967318251626	15.1049984	1119.942794291913	0.4131408041963691	4
133	4.143999999999999	1.2609736740794297	0.7257829614462938	0.48123743935623	1.433312947712	0.409941149464148	11.984700586666701	856.563636495925	0.4380952428055767	13
134	4.5584	1.3695571816084002	0.7355189292747238	0.49742491868088706	1.9766891555839998	0.363343229470051	15.2545297066667	897.669572007239	0.5467759749614103	17
135	4.203200000000001	1.3672371408318702	0.804250158022501	0.49928159308569203	1.9058106152959997	0.406143438884714	14.3082769066667	929.357160753121	0.37177633357528905	13
136	4.3512	1.34627325912089	0.7790972965164501	0.48332578519861913	1.8353470243840002	0.44008587165030505	13.680946346666701	957.6632847621431	0.37927725788361955	9
137	4.588	1.3152932928405097	0.7472141181613209	0.5600363906153509	2.1005774786560005	0.34863412688058093	14.284912639999998	891.4846333637031	0.5032223472266225	11
138	4.4252	1.360278118626435	0.7268397465832399	0.5684219020128242	2.1345125573119996	0.32903919308590346	14.010966613333302	777.3682457844716	0.4586241518955273	14
139	4.3216	1.3037349606490498	0.772812497990708	0.5311328264930161	1.9457494927359997	0.396500044086281	13.579311786666699	906.8094900569549	0.4371915386203748	17
140	4.2328	1.38796818074669	0.7530936565752171	0.47699766187991355	1.7824409789439999	0.4018872316952515	14.17860522666665	845.8056577629675	0.4370074305499185	20
141	4.410400000000001	1.3699798153904899	0.862684007604547	0.4766525095265451	2.1269267640319995	0.473097475539982	14.909906773333349	947.0879941149745	0.40847826064259446	10
