length,width,depth,volume,crease_depth,surface_area,crease_volume
161,42.0458232917129,25.1615780583952,75819,11.2276858118249,15269.3333333333,0.500671140939597
167,46.8118443579241,27.5091456780541,89850,14.0341456390495,17596,0.50008455944529
161,43.9222330988033,25.2942250082636,79704,11.054253559129,16154.6666666667,1
161,45.2296334984653,26.6552298629044,89917,12.6640055469637,18660,1
167,44.2035751390367,26.3597526174232,92004,11.922549918939,18378.6666666667,1
152,41.9108117713508,28.004083861094,82043,12.6388706844355,16849.3333333333,0.501213346814965
157,45.2492218943816,26.4265693761919,82016,13.4783560280406,17012,1
146,40.2460786886363,23.2140470768216,60521,11.9099167676176,12857.3333333333,0.334678405478112
156,45.0422160325355,24.7766737307528,74297,11.6856242856144,15216,0.148001286035795
151,41.5716780047893,26.862476865595,76582,14.1663947269576,16794.6666666667,1
148,41.9253825960384,24.5302096595507,65986,11.8496566627162,14960,0.500150421179302
150,47.9102273336215,30.9275548349477,87347,16.1512438773008,19174.6666666667,1
163,41.3363228588561,20.2811078730475,75483,8.5094150387793,15337.3333333333,0.500252780586451
160,47.843935894474,25.5763615059985,80792,12.1143907800604,17274.6666666667,0.225686098654709
133,49.2641380756165,29.4646452645635,86219,13.1830182255785,19013.3333333333,0.500073997336096
151,45.2514357768222,25.9903723243225,75767,11.3297672291909,16829.3333333333,1
155,43.2198115374384,23.572037144298,72230,11.928008291858,15634.6666666667,1
166,47.9212967712134,24.9114922797284,81915,13.2585899169033,16597.3333333333,0.500766136755411
131,44.0455715869159,27.3028955817778,70528,13.1628836264271,16622.6666666667,0.333471559886654
