length,width,depth,volume,crease_depth,surface_area,crease_volume
170,42.9754019200096,29.5799965427008,96329,15.7371663989612,18209.3333333333,0.500071032817161
168,46.8254237805694,29.4024675084641,98275,15.2660706735128,19013.3333333333,1
161,43.6386185125829,31.492315492028,96340,17.1322278565398,18448,1
172,46.2182720582281,29.2950826762744,99872,14.9524190457531,19249.3333333333,1
166,40.3308466515673,30.2816133349186,92258,15.1710006608546,18014.6666666667,1
172,38.7546014867723,31.2443665031313,92872,14.8944213022704,19061.3333333333,1
153,44.0894977196761,28.658345348191,83931,16.527109051369,17278.6666666667,1
171,43.9811339195646,28.5915349520382,91063,17.6980078352779,17640,1
157,34.2190817901993,19.6105942103815,59575,8.11247104579341,13908,0.350861008610086
162,44.9174408130299,30.6869124574374,94871,16.4220421803238,19188,0.334080927016167
171,42.1612018722421,29.1820131122966,94197,15.4633984908315,18121.3333333333,1
145,38.2911820419857,27.8134625511945,66724,15.6945253342068,15894.6666666667,1
149,37.4137362160584,25.127498507876,59974,13.5633932017443,14073.3333333333,0.484996861268048
