length,width,depth,volume,crease_depth,surface_area,crease_volume
158,44.8541951653176,23.1264723015994,77605,9.57077422360798,15380,1
153,47.6309652562039,26.2913402191353,85293,9.90002671484868,17397.3333333333,0.333532874388905
161,45.7182687516418,26.2922081455718,90200,11.9285405827801,17193.3333333333,1
157,47.784755955319,26.0174698583572,94219,9.57818474186091,18230.6666666667,0.333660612011127
165,46.4935489976886,26.9766808525132,93218,11.6888537716539,17428,1
157,45.3177964486465,25.7232518930618,92145,8.54288853329542,18189.3333333333,0.333494014621997
162,48.7089046732934,26.439203807461,88491,9.92721963471715,17134.6666666667,0.206546344447843
154,47.2940900279897,25.074668244562,76718,11.7270549335622,16414.6666666667,0.500093318402389
156,43.237448749027,27.6261759826504,89468,10.7693487589128,17733.3333333333,1
146,48.4707024699215,27.0741954602441,83194,11.5904440794201,17825.3333333333,1
156,41.3487847451773,24.5357511253619,66493,9.7942403237952,13872,0.205905826017558
156,49.0811327358889,24.603985812344,87405,10.1933436481934,17250.6666666667,0.500260824204486
141,50.3089175533538,30.2260782940081,92043,12.8233716065011,18793.3333333333,1
161,50.3448754712379,26.6989657933954,93466,11.2291998324911,18225.3333333333,0.500097847358121
136,52.6723985591678,28.2792759447804,93046,11.6477048225669,18994.6666666667,0.500090645395214
151,51.6349754594683,26.1779383244083,89572,11.8953111596555,17693.3333333333,1
121,53.2306717615857,29.6148902502,83163,13.9235238630753,18018.6666666667,1
146,45.2793619528002,23.4007325607533,69951,10.7624092464894,15056,0.500139470013947
