length,width,depth,volume,crease_depth,surface_area,crease_volume
155,44.4316991624961,30.2119078209439,88027,13.6219184457934,17122.6666666667,0.500093161915409
163,47.6626956705832,28.8078667463154,95534,13.9836144131529,17212,1
153,48.639065672772,30.2919152762335,96266,14.4887353957487,18444,1
161,50.30156316928,26.6445939774568,96008,12.1251717670815,17680,0.200566686905485
152,49.131685109488,26.0505703764642,85590,11.1412212743006,17904,0.334580604926723
157,47.8637898517539,22.5498345608407,85653,9.32966823436232,17804,0.131567489114659
161,47.9774105644987,23.902113283868,85005,11.334193335431,18665.3333333333,0.154811165845649
157,49.5486815989957,25.3423571841594,73390,13.3052527096572,16929.3333333333,0.176546391752577
138,41.8717750058986,23.220188006987,58912,11.2082137087508,14346.6666666667,0.503651300775901
134,48.7038904555858,22.6879260580848,60403,12.4489155289528,15528,1
