length,width,depth,ratio,circularity,volume,crease_depth,surface_area,crease_volume,x,y,z
4.588,1.31517829520988,0.894272471499938,3.4885003932245,0.547057417098932,2.282921795072,0.403208785995486,15.0021956266667,1.29695840924166e-05,270.177025230895,287.236893225942,143.996898678814
4.8248,1.41081579184926,0.852712855690935,3.41986532038727,0.54064477482403,2.477610855424,0.413914986629325,15.08046592,2.5934336e-05,288.075627525279,224.823905625222,189.079406284674
4.5288,1.43971634391405,0.896640692176511,3.14561963482882,0.522020963809876,2.496594789376,0.42886656771416,16.15989504,2.5934336e-05,284.78305943947,284.075800386429,247.717189869736
4.7656,1.48892626981069,0.78867998173272,3.20069576084914,0.550481683484963,2.489903730688,0.358905084305611,15.4905088,5.20156384861364e-06,301.07318140155,216.723845929506,293.025362469794
4.4992,1.45429787924085,0.77109688314334,3.09372657708104,0.537006327459974,2.21971981824,0.329780149719299,15.68676864,8.67712582725289e-06,292.829863301788,277.26536978619,348.102441874051
4.6472,1.41676817961192,0.667475103000884,3.28014142812903,0.538454587788992,2.221353681408,0.276158179737125,15.59915264,3.41211546937591e-06,306.183449499726,208.967146509754,392.230651582548
4.7656,1.42013135270916,0.707502553202493,3.3557459251278,0.50013159573382,2.20454823168,0.335492122728757,16.3538184533333,4.01492479159277e-06,295.799971765702,272.375445572509,438.960754326318
4.6472,1.46664097533027,0.750133772651119,3.16860095835894,0.460457292134553,1.90332091904,0.393835480205853,14.8328046933333,4.57861344329897e-06,307.92864053196,208.073621387401,492.388832113805
4.0848,1.2394045401746,0.687317565006815,3.29577621155443,0.505032563949109,1.527843602432,0.331763125779022,12.5699754666667,1.30618620611593e-05,292.730724834493,264.232982515702,551.119708029197
3.9664,1.44163515748534,0.671562611319311,2.75132024868111,0.469325312809349,1.566511697408,0.368487899657002,13.60501248,2.5934336e-05,310.306176845521,170.858533516547,797.682151548764
