dimx_p,dimy_p,dimz_p,dimx_um,dimy_um,dimz_um,slice_thickness_um,slice_increment_um,slice_1_pos_um,min_data_value,max_data_value,mu_scaling,plantID
512,512,1450,35225,35225,99760,68,68,2011,-952,8550,4096,/media/nah31/storage/Sample 79/00000079/00002976/C0002934.ISQ;1
