length,width,depth,volume,crease_depth,surface_area,crease_volume
159,45.8547765611097,22.1128637781631,68881,11.774118560884,15334.6666666667,0.500772626931567
150,45.7565488935873,25.5462240763819,67948,14.2043556705369,16752,1
155,45.8099086113256,21.7937785474127,67723,10.7167895662961,15456,0.333618233618234
167,43.2807271612085,24.276410290623,74253,12.3507384126433,15276,0.251358127872963
155,47.0535441682938,27.0585229880175,78667,15.2264165830457,18240,0.334461805555556
152,41.201861055699,24.9217710343875,66480,12.2680738182294,15934.6666666667,0.500113045444269
161,44.8247089726646,25.3416888308053,77911,13.8049439450431,16590.6666666667,0.500650406504065
152,43.5534245279252,21.9483934528091,61701,10.0970272713342,13369.3333333333,0.502786220871327
145,36.9822474479207,17.5244084680198,59717,7.88243663559702,14906.6666666667,0.505553227158424
157,42.7494018150623,28.68622816128,78861,15.0817455622756,18394.6666666667,0.503272251308901
148,44.5489681355354,28.3848157036348,73950,15.7427723815551,17464,0.336054421768708
150,39.1390269056236,16.5805633390452,50806,6.34725305765141,13164,0.1140625
171,44.1725090192557,24.9573958004148,76433,12.7038375698444,16172,0.500416233090531
154,43.132480607456,25.6191775623617,64328,14.8268383302471,14569.3333333333,0.333573790201383
142,42.8642235667118,23.0905116156849,60216,11.6425659940391,15221.3333333333,0.500117564072419
141,43.6108338910513,30.9826878953111,76229,15.6999257064583,18014.6666666667,1
124,38.6693892178471,29.966188091061,56369,16.2504189436444,15380,0.280761852562346
153,43.4888905739318,24.8950414849018,67710,13.0391462128848,16040,0.256059245960503
154,42.9092129247269,24.6449662387858,61279,13.7552018288074,15708,0.175539781129843
124,41.8624197120174,30.2328010634143,63199,15.1666310642699,16985.3333333333,0.231420555980617
92,79.5541987409575,23.3360489721509,66668,12.6431978096807,16422.6666666667,0.504278222467568
