length,width,depth,volume,crease_depth,surface_area,crease_volume
77,16.4745083881199,12.1681168345682,10563,1.15470053837925,3442.66666666667,0
88,23.546388649828,17.7967329642991,21822,5.38151351723534,6956,0
91,27.5054770668521,18.4072637990203,24012,4.38687288346143,7422.66666666667,0
67,19.7877696313675,13.1414647202236,10836,2.16044625159933,3685.33333333333,0
70,18.0509149609786,13.369115680281,10608,1.69150742780922,3385.33333333333,0
112,30.2637046190517,17.2176727079791,25283,7.16764804200328,7768,0
90,31.8910374599175,18.231897413025,22906,8.82396945220977,7250.66666666667,0.6
132,30.3391896422023,15.6472636822984,38912,8.65367756152976,12734.6666666667,0
88,25.9167963523069,16.0258430686558,20885,6.99894796917912,6644,0
94,16.2460461509867,13.1289520553813,16437,1.15470053837925,5905.33333333333,0
