length,width,depth,volume,crease_depth,surface_area,crease_volume
138,42.2991098912092,21.9110717342837,55658,9.93951244622613,13369.3333333333,1
147,42.698559294274,23.910411082941,64150,11.6905969554193,15674.6666666667,0.256231248557581
155,43.1541340222492,23.3404821984814,67971,12.11653094597,16005.3333333333,0.252051335998317
152,45.9721040039626,24.3691084929519,72322,11.994697361777,16876,0.333453151210161
156,46.2111679663105,24.2758374546884,74453,13.0933139675566,17217.3333333333,0.500074404761905
138,46.7163589557343,24.5950327505683,62732,13.4929227774558,15853.3333333333,0.503420342034203
135,50.2751288494632,22.4402206268826,60966,11.8370733970549,15184,1
130,55.6442210593652,25.4741544570668,72860,13.17235164512,18049.3333333333,0.334642510241142
138,54.7648289821784,23.6900648686521,68860,13.6133015168252,17240,1
75,75.8972710347469,31.7926189306827,68164,17.3665576591519,16717.3333333333,1
91,70.7922632541354,21.6702512151449,43568,13.8442908459458,13901.3333333333,0.526717557251908
