length,width,depth,ratio,circularity,volume,crease_depth,surface_area,crease_volume,x,y,z
4.292,1.34356450187062,0.802619009879804,3.19448749503603,0.545170951526544,2.004049880064,0.392276894850746,13.2171656533333,2.5934336e-05,260.917346067241,168.147281103605,216.588373838549
4.44,1.39679088464117,0.827913486923466,3.17871490200957,0.554279249794443,2.262667078656,0.416407948790786,13.9145890133333,1.2969463480262e-05,246.727162276781,216.301847649176,270.380647823396
4.3216,1.42147470241164,0.866163275323471,3.04022294077275,0.547238878095168,2.300038456832,0.438160631220317,15.0968209066667,2.5934336e-05,271.19983763122,170.804277966331,327.40798538681
4.6176,1.33103549876801,0.866500472404834,3.46917869904595,0.55721756746899,2.368012351488,0.423724111047818,14.6715912533333,2.5934336e-05,240.900008761554,230.483900643974,373.641225303369
3.996,1.38384522388295,0.732096515954456,2.88760616507933,0.538946146863569,1.796445520384,0.369166682554198,11.7580672,1.2983969202384e-05,210.225901918607,384.204059536012,420.782716655358
4.2032,1.37573579534833,0.903158587600706,3.0552377965391,0.576424951593577,2.327451049984,0.404998911651954,15.4087338666667,2.5934336e-05,274.466315061772,178.680689978145,432.479583872263
4.4696,1.4208060646059,0.764055615942196,3.14581990557576,0.551550758939405,2.175942659072,0.375837979113997,14.0407560533333,8.6863401025641e-06,180.18990012157,372.376844413721,521.940895330266
3.848,1.36840834849688,0.941910277950848,2.81202610626192,0.531173340637805,2.186575736832,0.493843027925247,14.4578082133333,2.5934336e-05,275.342122117848,188.556492551475,536.26470727773
4.2032,1.29139995445209,0.818477776849237,3.25476238829768,0.536568166681965,1.986985086976,0.425075184862089,12.67277824,2.5934336e-05,227.637164560927,236.007256969824,579.09174323901
4.0256,1.43408940085793,0.877062845379704,2.80707743714703,0.527999161446535,2.225969993216,0.457065334178061,14.9624763733333,8.69943192202729e-06,227.516917161832,359.699941745311,583.144588139345
4.3216,1.33977504978743,0.845413538339792,3.22561612166584,0.539411154366247,2.192281290752,0.436344267845313,14.1400541866667,8.65297743247344e-06,164.097998391142,352.435799460559,627.832513131122
3.7296,1.16126295297254,0.890169537123322,3.2116756936516,0.500998226998311,1.676836362752,0.488915847560548,12.2966135466667,1.29778876208322e-05,263.559599115332,204.827365946456,645.911950755525
4.0552,1.39401269011879,0.805881610928363,2.90901225558745,0.538072248246665,2.055529537024,0.4313177953287,13.6318813866667,1.29699065782471e-05,153.11651673627,324.616598745884,729.880455216442
3.7592,1.42262283313573,0.797203638237203,2.64244317779859,0.529333507547699,1.906018089984,0.43286943864798,13.4134254933333,1.29701224698109e-05,198.851974310828,340.205145998313,785.430538547364
3.848,1.3247901440908,0.722880042070624,2.90461098096473,0.551279008599331,1.783270877696,0.334636254719344,12.9052526933333,2.5934336e-05,157.254446561277,290.60162010442,833.483820770495
1.628,0.846976744310692,0.55562745605873,1.92213069713613,0.867319933020318,0.578620970496,0.0565715285624874,5.06770944,1.40477653333333e-05,200.83030791986,264.98830173457,952.602527901035
3.1672,2.01108131148428,0.770367038821807,1.57487416441777,0.46773152096514,1.974432868352,0.431396261383237,15.06644736,1.29695706622198e-05,326.703199705774,203.029527662481,1006.35869279672
1.8944,1.10977021925996,0.893092668016217,1.70702003633081,0.864509482340967,1.020671727616,0.0871807123479,8.7090304,0,203.776879875988,262.285176996773,1122.71835531499
