length,width,depth,ratio,circularity,volume,crease_depth,surface_area,crease_volume,x,y,z
4.3512,1.3083762861259,0.937157733202746,3.32564878020214,0.49720570840059,2.190854902272,0.518742789713953,15.5255552,6.54178018441452e-06,241.067960935188,204.741959159515,200.79595146493
4.6176,1.2389607842551,0.92804311841339,3.72699447688833,0.472919660591442,2.22814847744,0.440906620346648,14.9040657066667,1.29694885382964e-05,255.958563696677,273.136122912181,252.781400221149
4.5584,1.23724808008052,0.927041662563064,3.68430557572847,0.445440075520837,2.076147334144,0.512229481612326,15.4846677333333,8.70712733688722e-06,236.275026856872,222.457441227172,422.892135308667
4.2624,1.19852160502306,0.854623905342348,3.55638144705616,0.451435422466948,1.647971446784,0.493034337873,12.82347776,1.31721525058548e-05,256.131676686286,278.522190047528,470.971766705486
3.848,1.41644528246913,0.738027860740944,2.71665982980452,0.44650229510389,1.56241407232,0.45472308725765,13.3690333866667,1.29835691611067e-05,275.892950218283,211.15659910695,591.470843085504
4.4104,1.4886687279047,0.8093074578169,2.96264703982036,0.449458032934774,1.960609867264,0.503909500790787,16.1622314666667,6.52493643076169e-06,274.185597693091,370.248244024392,655.427373377955
3.996,1.36353876133109,0.736888170467293,2.93060975846341,0.468900929139149,1.60222327808,0.414936720626005,13.2113245866667,8.76674433404589e-06,232.663348225848,324.37296037296,704.72792022792
4.4696,1.4971199654684,0.820320721890512,2.9854654958139,0.455366289083052,2.1013295744,0.501921974776425,15.91807488,1.32614203940175e-05,313.50330145017,175.897834001851,742.263572971305
4.0552,1.42333909628252,0.719789184452227,2.8490751154039,0.422683421658529,1.41355098368,0.448283729350503,12.6610961066667,8.26730973515982e-06,309.567599302816,236.938996422347,833.692468580864
3.4632,1.49582586224216,0.985531091692756,2.31524276148619,0.428724132038053,1.86947661056,0.552764178509087,16.7930666666667,1.1242636099053e-05,281.362613581189,167.829895262537,812.598557258792
