length,width,depth,volume,crease_depth,surface_area,crease_volume
159,44.4117111396025,22.9598911553228,67471,12.3136420167078,16436,0.188165621578581
165,44.7839294190481,22.5614436979678,71067,11.8498486241433,16716,0.343272009586241
157,44.2265569228581,23.4306565405243,72257,10.9910420449573,17218.6666666667,1
166,43.5865202665824,25.0456508760717,73249,13.8001323565398,17060,0.337461491065927
157,45.0271044816429,22.7396142542552,64746,12.0513173627919,16312,1
150,40.2874354438359,23.7089132917123,52071,12.3533186071022,13708,0.167324685091183
159,43.4188782890135,23.4067813406978,60331,11.9843823862415,15278.6666666667,0.167376583660987
158,43.561434096104,24.5885931536309,66632,12.5341764655852,16242.6666666667,1
162,42.7155840454884,26.3155696484997,73067,13.6956852392,17845.3333333333,0.177459793310096
159,41.9334211024593,23.7618308718672,59758,13.0017676311623,15549.3333333333,0.500119961612284
138,42.5909295399683,23.0588725985531,52687,12.7563455118866,13789.3333333333,1
148,42.9984393927552,24.5102537491038,62732,12.5111896316517,16290.6666666667,1
56,31.2726340364397,28.4569468206387,20869,2.58645664387843,7500,0.360824742268041
