length,width,depth,volume,crease_depth,surface_area,crease_volume
158,44.3311830837319,23.4917471889205,69265,11.7413750223351,15212,0.500221043324492
141,47.9547577389761,22.0145653458829,67477,10.0129969046275,15774.6666666667,0.500161134386078
147,43.4050291581313,21.2750425977565,59634,11.8949832175162,13341.3333333333,0.501373207201709
161,42.5156367198362,24.4809976955789,72338,12.8877154469511,15906.6666666667,1
152,44.5544258516484,27.992174618754,79342,14.6707622883185,17816,1
161,48.4815099651888,20.1162182895007,71004,9.62865414702819,15776,0.500137362637363
162,51.1172824746026,21.3970860343358,70743,12.0033814050297,18172,0.503290676416819
154,39.7843318674015,23.1382896018072,59923,12.5838912298184,15002.6666666667,0.206521739130435
145,48.0811370659975,27.1565511591556,75472,13.7478088063156,17530.6666666667,0.215078671328671
141,50.7323787480511,20.7660653592511,60473,11.4551877427777,14948,0.500699496362619
53,29.955368069402,24.8917270657467,20358,1.42638547044137,5982.66666666667,1
138,52.4709286515529,21.3682162421421,60211,11.6924678130657,16173.3333333333,0.207401887729757
137,56.3075578034563,21.9807790947489,69735,12.2613679736717,17266.6666666667,0.333519379844961
56,30.9919604968284,26.8171560801676,19854,1.15470053837925,6052,0
106,60.8495278850773,26.6406306231647,52775,17.0981740829549,15422.6666666667,0.262726244343891
79,85.7894243388729,22.4884829620744,43446,14.147824229416,13356,0.500125691302162
68,41.6552174622946,13.6626950053838,27104,5.69733307573238,8032,0
